House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
93,Cambridge Street,William,Moore,64,Head,Divorced,Male,Unemployed,None,Christian
93,Cambridge Street,Geoffrey,Moore,27,Son,Single,Male,Ranger/warden,None,Christian
93,Cambridge Street,Marc,Moore,22,Son,Single,Male,University Student,None,Christian
93,Cambridge Street,Sara,Moore,20,Daughter,Single,Female,University Student,None,Christian
93,Cambridge Street,Angela,Moore,17,Daughter,NA,Female,Student,None,NA
93,Cambridge Street,Josh,Moore,17,Son,NA,Male,Student,None,NA
93,Cambridge Street,Katy,Moore,12,Daughter,NA,Female,Student,None,NA
94,Cambridge Street,Mark,McDonald,18,Head,Single,Male,Student,None,NA
94,Cambridge Street,Jack,Williams,48,None,Single,Male,"Therapist, nutritional",None,Catholic
94,Cambridge Street,Glen,Edwards,49,None,Single,Male,"Engineer, civil (consulting)",None,Catholic
94,Cambridge Street,Gail,Jones,45,None,Single,Female,Architect,None,None
95,Cambridge Street,Paige,Nolan,64,Head,Married,Female,Environmental health practitioner,None,None
95,Cambridge Street,Frederick,Nolan,72,Husband,Married,Male,Retired Systems developer,None,None
95,Cambridge Street,Carol,Nolan,28,Daughter,Divorced,Female,Comptroller,None,Christian
95,Cambridge Street,Rosemary,Nolan,19,Daughter,Single,Female,University Student,None,None
95,Cambridge Street,Tracy,Nolan,17,Daughter,NA,Female,Student,None,NA
95,Cambridge Street,Jake,Nolan,15,Son,NA,Male,Student,None,NA
96,Cambridge Street,Lindsey,Burgess,51,Head,Divorced,Female,Unemployed,None,Christian
96,Cambridge Street,Edward,Burgess,13,Son,NA,Male,Student,Blind,NA
97,Cambridge Street,Jodie,Young-Jones,40,Head,Divorced,Female,Unemployed,None,None
97,Cambridge Street,Vincent,Young-Jones,18,Son,Single,Male,Student,None,None
97,Cambridge Street,Suzanne,Young-Jones,14,Daughter,NA,Female,Student,None,NA
97,Cambridge Street,Shirley,Young-Jones,14,Daughter,NA,Female,Student,None,NA
98,Cambridge Street,Amber,Robertson,83,Head,Widowed,Female,Retired Public relations account executive,None,Methodist
99,Cambridge Street,Amelia,Walker,40,Head,Widowed,Female,"Scientist, water quality",None,None
99,Cambridge Street,Rebecca,Walker,7,Daughter,NA,Female,Student,None,NA
99,Cambridge Street,Anne,Walker,5,Daughter,NA,Female,Student,None,NA
1,Sutton Rapid,Sharon,Bibi,34,Head,Divorced,Female,Unemployed,None,None
1,Sutton Rapid,Neil,Bibi,4,Son,NA,Male,Child,None,NA
2,Sutton Rapid,Patricia,Stevenson,36,Head,Single,Female,Retail buyer,None,Christian
3,Sutton Rapid,Hazel,Bradley,82,Head,Widowed,Female,"Retired Therapist, drama",None,Christian
4,Sutton Rapid,Gregory,Rees,49,Head,Single,Male,"Designer, exhibition/display",None,None
5,Sutton Rapid,Ruth,Young,47,Head,Married,Female,Primary school teacher,None,None
5,Sutton Rapid,Kenneth,Young,51,Husband,Married,Male,Public house manager,None,None
5,Sutton Rapid,Stewart,Young,14,Son,NA,Male,Student,Mental Disability,NA
6,Sutton Rapid,Joanne,Robinson,25,Head,Single,Female,Water quality scientist,None,None
7,Sutton Rapid,Damian,Carey,79,Head,Widowed,Male,Retired Intelligence analyst,None,Christian
8,Sutton Rapid,Mohammad,Wells,27,Head,Single,Male,"Engineer, drilling",None,None
9,Sutton Rapid,Abbie,Harrison,33,Head,Divorced,Female,Unemployed,None,None
9,Sutton Rapid,Joyce,Harrison,1,Daughter,NA,Female,Child,None,NA
10,Sutton Rapid,Harry,Bentley,51,Head,Divorced,Male,"Surveyor, land/geomatics",None,Methodist
11,Sutton Rapid,Denise,Brooks,57,Head,Single,Female,"Programmer, applications",None,Christian
12,Sutton Rapid,Beth,Baxter,46,Head,Single,Female,Sports administrator,None,None
13,Sutton Rapid,Christine,Chapman,29,Head,Divorced,Female,Curator,None,None
13,Sutton Rapid,Ben,Chapman,4,Son,NA,Male,Child,None,NA
14,Sutton Rapid,Kimberley,Owens,43,Head,Married,Female,"Engineer, technical sales",None,Christian
14,Sutton Rapid,Joshua,Owens,45,Husband,Married,Male,Archivist,None,Christian
14,Sutton Rapid,Pauline,Owens,8,Daughter,NA,Female,Student,None,NA
15,Sutton Rapid,Natasha,Brown,60,Head,Single,Female,Quarry manager,None,Catholic
1,Taylor Grove,Pamela,Edwards,69,Head,Married, ,"Retired Engineer, technical sales",None,Christian
1,Taylor Grove,Garry,Edwards,72,Husband,Married,Male,Retired Ophthalmologist,None,Christian
2,Taylor Grove,Olivia,Rose,73,Head,Widowed,Female,Retired Ergonomist,None,None
3,Taylor Grove,Heather,Mann,73,Head,Married,Female,Retired Medical secretary,None,None
3,Taylor Grove,Scott,Mann,75,Husband,Married,Male,Retired Chartered legal executive (England and Wales),None,None
4,Taylor Grove,Alison,Smith,49,Head,Single,Female,"Designer, textile",None,Muslim
5,Taylor Grove,Kevin,Taylor,23,Head,Single,Male,Brewing technologist,None,None
6,Taylor Grove,Eric,Arnold,46,Head,Single,Male,Audiological scientist,None,None
6,Taylor Grove,Michelle,Bennett,44,Partner,Single,Female,Systems developer,None,None
7,Taylor Grove,Andrea,Short,87,Head,Widowed,Female,Unemployed,None,Christian
8,Taylor Grove,Michelle,Norman,105,Head,Widowed,Female,Retired Amenity horticulturist,None,None
9,Taylor Grove,Donna,Blackburn,36,Head,Divorced,Female,Accommodation manager,None,None
9,Taylor Grove,Elliott,Blackburn,16,Step-Son,NA,Male,Student,None,NA
10,Taylor Grove,Sylvia,Brown,55,Head,Divorced,Female,Unemployed,None,Catholic
10,Taylor Grove,Geoffrey,Brown,29,Son,Single,Male,"Administrator, sports",None,Catholic
10,Taylor Grove,Mathew,Brown,27,Son,Divorced,Male,Public affairs consultant,None,Catholic
11,Taylor Grove,Lauren,Howard,31,Head,Married,Female,"Teacher, special educational needs",None,None
11,Taylor Grove,Brian,Howard,33,Husband,Married,Male,Farm manager,None,None
11,Taylor Grove,Fiona,Cook,42,Lodger,Single,Female,Health and safety adviser,None,None
12,Taylor Grove,Paula,O'Sullivan,20,Head,Married,Female,University Student,None,None
12,Taylor Grove,Albert,O'Sullivan,24,Husband,Married,Male,Exhibition designer,None,None
1,Price Isle,Raymond,White,72,Head,Married,Male,"Retired Solicitor, Scotland",None,None
1,Price Isle,Megan,White,73,Wife,Married,Female,"Retired Geologist, engineering",None,None
2,Price Isle,Dawn,Williams,77,Head,Married,Female,Retired Cabin crew,None,None
2,Price Isle,Brian,Williams,80,Husband,Married,Male,"Retired Teacher, early years/pre",None,None
3,Price Isle,Beverley,Ward,58,Head,Single,Female,"Engineer, manufacturing",None,None
3,Price Isle,Roy,Ward,8,Grandson,NA,Male,Student,None,NA
4,Price Isle,Zoe,O'Connor,55,Head,Married,Female,"Surveyor, minerals",None,Christian
4,Price Isle,Dylan,Naylor,57,Husband,Married,Male,Advertising account executive,None,Christian
4,Price Isle,Leanne,O'Connor,16,Daughter,NA,Female,Student,None,NA
5,Price Isle,Joel,Phillips,20,Head,Divorced,Male,University Student,None,None
6,Price Isle,Sheila,Morley,31,Head,Divorced,Female,Magazine journalist,None,Methodist
7,Price Isle,Sally,Warren,38,Head,Single,Female,Unemployed,None,Methodist
7,Price Isle,Michelle,Warren,11,Daughter,NA,Female,Student,None,NA
8,Price Isle,Pamela,Cook,88,Head,Widowed,Female,Retired Trading standards officer,None,Christian
9,Price Isle,Yvonne,Ball,45,Head,Married,Female,Learning mentor,None,None
9,Price Isle,Stephen,Ball,46,Husband,Married,Male,Public affairs consultant,None,None
9,Price Isle,Roy,Ball,16,Son,NA,Male,Student,None,NA
10,Price Isle,Leon,Fowler,19,Head,Single,Male,University Student,None,Sikh
11,Price Isle,Janet,Pritchard,26,Head,Married,Female,Health physicist,None,Methodist
11,Price Isle,Craig,Pritchard,32,Husband,Married,Male,Network engineer,None,Methodist
12,Price Isle,Diane,Wilkinson,78,Head,Divorced,Female,Retired Emergency planning/management officer,None,Christian
13,Price Isle,Laura,Mitchell,50,Head,Married,Female,Museum education officer,None,Christian
13,Price Isle,Iain,Mitchell,57,Husband,Married,Male,Ergonomist,None,Christian
13,Price Isle,Jordan,Mitchell,15,Son,NA,Male,Student,None,NA
14,Price Isle,Shannon,Griffiths,39,Head,Single,Female,Purchasing manager,None,None
15,Price Isle,Denise,Hartley,22,Head,Divorced,Female,University Student,None,Christian
16,Price Isle,Natasha,Turner,49,Head,Single,Female,Licensed conveyancer,None,None
17,Price Isle,Georgina,Sharp,64,Head,Single,Female,Arboriculturist,None,None
18,Price Isle,Shaun,Cameron,30,Head,Married,Male,Paediatric nurse,None,None
18,Price Isle,Kate,Cameron,29,Wife,Married,Female,Analytical chemist,None,None
19,Price Isle,Bryan,Porter,26,Head,Single,Male,Unemployed,None,Christian
20,Price Isle,Jayne,Hawkins,54,Head,Single,Female,"Engineer, chemical",None,Christian
20,Price Isle,Malcolm,Hawkins,3,Grandson,NA,Male,Child,None,NA
1,Ward Avenue,Linda,Fox,54,Head,Single,Female,Haematologist,None,Methodist
1,Ward Avenue,Sam,Brown,60,Partner,Single,Male,Air broker,None,Methodist
1,Ward Avenue,Abdul,Fox,16,Son,NA,Male,Student,None,NA
2,Ward Avenue,Sally,Collins,36,Head,Single,Female,"Education officer, museum",None,Christian
2,Ward Avenue,Jason,Pearce,43,None,Single,Male,"Embryologist, clinical",None,Christian
2,Ward Avenue,Elliott,Cook,23,None,Single,Male,Environmental consultant,None,Christian
2,Ward Avenue,Ben,Bradshaw,30,None,Single,Male,"Scientist, research (medical)",None,Christian
3,Ward Avenue,Janet,Carroll,52,Head,Married,Female,Advertising account executive,None,None
3,Ward Avenue,Garry,Carroll,55,Husband,Married,Male,"Runner, broadcasting/film/video",None,None
3,Ward Avenue,Gerard,Carroll,25,Son,Single,Male,Fast food restaurant manager,None,None
3,Ward Avenue,Teresa,Carroll,17,Daughter,NA,Female,Student,None,NA
4,Ward Avenue,Daniel,Jones,32,Head,Married,Male,Unemployed,Physical Disability,None
4,Ward Avenue,Janice,Jones,29,Wife,Married,Female,"Conservator, museum/gallery",None,None
4,Ward Avenue,Keith,Mitchell,40,Lodger,Single,Male,"Programmer, systems",None,None
4,Ward Avenue,Katherine,Taylor,36,Lodger,Single,Female,Public house manager,None,Catholic
4,Ward Avenue,Alexander,Freeman,31,Lodger,Single,Male,Barrister,None,Catholic
5,Ward Avenue,Jamie,Martin,29,Head,Married,Male,Ecologist,Deaf,None
5,Ward Avenue,Carly,Martin,25,Wife,Married,Female,Insurance risk surveyor,None,None
5,Ward Avenue,Shaun,Martin,8,Son,NA,Male,Student,None,NA
6,Ward Avenue,Melanie,Fry,77,Head,Widowed,Female,"Retired Embryologist, clinical",None,Christian
7,Ward Avenue,Amanda,Rose,57,Head,Married,Female,"Engineer, broadcasting (operations)",None,Christian
7,Ward Avenue,Aaron,Rose,59,Husband,Married,Male,"Engineer, civil (consulting)",None,Christian
7,Ward Avenue,Russell,Page-Rose,17,Son,NA,Male,Student,None,NA
8,Ward Avenue,Liam,Patel,38,Head,Married,Male,Unemployed,None,None
8,Ward Avenue,Hilary,Patel,36,Wife,Married,Female,Advertising art director,None,None
8,Ward Avenue,Sian,Patel,7,Daughter,NA,Female,Student,None,NA
9,Ward Avenue,Conor,Davis,55,Head,Married,Male,"Civil engineer, consulting",None,Christian
9,Ward Avenue,Jade,Davis,53,Wife,Married,Female,"Programmer, applications",None,Christian
9,Ward Avenue,Alice,Davis,25,Daughter,Divorced,Female,Warden/ranger,None,None
9,Ward Avenue,Sarah,Davis,16,Daughter,NA,Female,Student,None,NA
9,Ward Avenue,Colin,Davis,15,Son,NA,Male,Student,None,NA
10,Ward Avenue,Donna,Pugh,53,Head,Married,Female,Drilling engineer,None,Catholic
10,Ward Avenue,Denis,Pugh,55,Husband,Married,Male,Editorial assistant,None,None
10,Ward Avenue,Lee,Pugh,24,Son,Single,Male,Ophthalmologist,None,Catholic
10,Ward Avenue,Molly,Pugh,2,Daughter,NA,Female,Child,None,NA
11,Ward Avenue,Leanne,Harrison,47,Head,Single,Female,Oncologist,None,None
11,Ward Avenue,Andrew,Harrison,16,Son,NA,Male,Student,None,NA
11,Ward Avenue,Alan,Harrison,15,Son,NA,Male,Student,None,NA
12,Ward Avenue,Ellie,Taylor,41,Head,Single,Female,Unemployed,None,None
12,Ward Avenue,Shane,Richardson,43,Partner,Single,Male,Fitness centre manager,None,None
12,Ward Avenue,Nicola,Taylor,21,Daughter,Single,Female,University Student,None,None
12,Ward Avenue,Barbara,Taylor,20,Daughter,Single,Female,University Student,None,None
12,Ward Avenue,Joe,Taylor,16,Son,NA,Male,Student,None,NA
13,Ward Avenue,Suzanne,Mills,25,Head,Single,Female,"Investment banker, operational",None,Christian
13,Ward Avenue,Roger,Dickinson,27,Partner,Single,Male,Planning and development surveyor,None,None
14,Ward Avenue,Melissa,Ellis,48,Head,Married,Female,Musician,None,Christian
14,Ward Avenue,Mohamed,Ellis,49,Husband,Married,Male,"Pilot, airline",None,Christian
14,Ward Avenue,Tom,Ellis,22,Son,Single,Male,University Student,None,None
14,Ward Avenue,Melanie,Ellis,17,Daughter,NA,Female,Student,None,NA
15,Ward Avenue,Barbara,Hill,67,Head,Widowed,Female,Unemployed,None,None
15,Ward Avenue,Luke,Hill,35,Son,Single,Male,Private music teacher,None,None
15,Ward Avenue,Charlotte,Hill,34,Daughter,Single,Female,Actuary,None,None
15,Ward Avenue,Brett,Hill,32,Son,Divorced,Male,Drilling engineer,None,None
15,Ward Avenue,Glenn,Hill,30,Son,Single,Male,Clinical cytogeneticist,None,None
16,Ward Avenue,Darren,Lynch,56,Head,Married,Male,"Nurse, adult",None,Christian
16,Ward Avenue,Oliver,Lynch,54,Husband,Married,Male,Firefighter,None,Christian
17,Ward Avenue,Jamie,Williams,43,Head,Single,Male,Unemployed,None,Christian
17,Ward Avenue,Vanessa,Williams,16,Daughter,NA,Female,Student,None,NA
17,Ward Avenue,Fiona,Williams,15,Daughter,NA,Female,Student,None,NA
18,Ward Avenue,Margaret,Allen,48,Head,Married,Female,Personnel officer,None,Christian
18,Ward Avenue,Elliot,Allen,47,Husband,Married,Male,Information officer,None,Christian
18,Ward Avenue,Leonard,Allen,17,Son,NA,Male,Student,None,NA
19,Ward Avenue,Derek,Bevan,33,Head,Single,Male,Agricultural consultant,None,None
19,Ward Avenue,Frances,Smith,23,None,Single,Female,Health service manager,None,None
19,Ward Avenue,Graham,Jennings,58,None,Single,Male,Estate agent,None,None
19,Ward Avenue,Lynn,Baker,36,None,Single,Female,Unemployed,None,None
20,Ward Avenue,Carol,Jones,45,Head,Married,Female,Claims inspector/assessor,None,None
20,Ward Avenue,Philip,Jones,47,Husband,Married,Male,Amenity horticulturist,None,None
20,Ward Avenue,Lynda,Jones,13,Daughter,NA,Female,Student,None,NA
21,Ward Avenue,Adam,Carter,30,Head,Single,Male,Risk analyst,None,Muslim
22,Ward Avenue,Joanna,Ross,36,Head,Married,Female,Energy manager,None,Christian
22,Ward Avenue,Dennis,Ross,36,Husband,Married,Male,"Biochemist, clinical",None,Christian
22,Ward Avenue,Martyn,Ross,10,Son,NA,Male,Student,None,NA
22,Ward Avenue,Katherine,Ross,7,Daughter,NA,Female,Student,None,NA
22,Ward Avenue,Stephen,Ross,4,Son,NA,Male,Child,None,NA
23,Ward Avenue,Gemma,Ryan,46,Head,Single,Female,Magazine features editor,None,None
23,Ward Avenue,Andrea,Payne,37,None,Single,Female,"Psychotherapist, dance movement",None,None
23,Ward Avenue,Lynn,Hobbs,36,None,Single,Female,"Psychotherapist, dance movement",None,Christian
23,Ward Avenue,Gillian,Wilkinson,43,None,Single,Female,Orthoptist,None,None
23,Ward Avenue,Luke,Hall,22,None,Single,Male,University Student,None,None
24,Ward Avenue,Tina,Simpson,69,Head,Widowed,Female,Retired Furniture conservator/restorer,None,None
24,Ward Avenue,Sally,Simpson,14,Granddaughter,NA,Female,Student,None,NA
24,Ward Avenue,Ellie,Osborne,13,Granddaughter,NA,Female,Student,None,NA
25,Ward Avenue,Frances,Stewart,70,Head,Divorced,Female,Retired Energy manager,None,None
25,Ward Avenue,James,Stewart,15,Grandson,NA,Male,Student,None,NA
26,Ward Avenue,Holly,Lewis,47,Head,Single,Female,English as a foreign language teacher,None,Christian
26,Ward Avenue,Stacey,Barnes,13,Daughter,NA,Female,Student,None,NA
26,Ward Avenue,Keith,Barnes,11,Son,NA,Male,Student,None,NA
27,Ward Avenue,Iain,Rahman,60,Head,Married,Male,Energy engineer,None,Christian
27,Ward Avenue,Teresa,Rahman,60,Wife,Married,Female,"Designer, ceramics/pottery",None,Christian
27,Ward Avenue,Victoria,Read,10,Granddaughter,NA,Female,Student,None,NA
28,Ward Avenue,Nicole,Roberts,34,Head,Divorced,Female,Bookseller,None,None
28,Ward Avenue,Kenneth,Roberts,4,Son,NA,Male,Child,None,NA
28,Ward Avenue,Lauren,Roberts,2,Daughter,NA,Female,Child,None,NA
28,Ward Avenue,Marcus,Roberts,2,Son,NA,Male,Child,None,NA
29,Ward Avenue,Nicola,Simmons,31,Head,Married,Female,Dramatherapist,None,Methodist
29,Ward Avenue,Gareth,Simmons,35,Husband,Married,Male,Media buyer,None,Methodist
29,Ward Avenue,Alexander,Parker-Simmons,8,Son,NA,Male,Student,None,NA
30,Ward Avenue,Julia,Williams,48,Head,Single,Female,"Accountant, chartered",None,None
30,Ward Avenue,Kevin,Howell,48,Partner,Single,Male,Community arts worker,None,None
30,Ward Avenue,Lydia,Williams,15,Daughter,NA,Female,Student,None,NA
31,Ward Avenue,Carly,Taylor,49,Head,Married,Female,"Presenter, broadcasting",None,None
31,Ward Avenue,Connor,Taylor,49,Husband,Married,Male,"Production assistant, radio",None,None
31,Ward Avenue,Louise,Taylor,25,Daughter,Single,Female,Insurance account manager,None,None
31,Ward Avenue,Howard,Taylor,6,Son,NA,Male,Student,None,NA
32,Ward Avenue,Charlotte,Jackson,20,Head,Single,Female,University Student,None,Catholic
32,Ward Avenue,Christopher,Thompson,24,Partner,Single,Male,Transport planner,None,None
32,Ward Avenue,Jason,Scott,56,Lodger,Single,Male,Health promotion specialist,Unknown Infection,None
33,Ward Avenue,Lorraine,Smith,56,Head,Married,Female,"Solicitor, Scotland",None,Christian
33,Ward Avenue,Roy,Smith,61,Husband,Married,Male,Horticultural therapist,None,Christian
33,Ward Avenue,Anthony,Smith,18,Son,Divorced,Male,Student,None,Christian
34,Ward Avenue,Olivia,Smith,47,Head,Single,Female,Unemployed,None,Catholic
34,Ward Avenue,Francis,Blake,51,Partner,Single,Male,Prison officer,None,None
34,Ward Avenue,Joan,Smith,11,Daughter,NA,Female,Student,None,NA
34,Ward Avenue,George,Smith,9,Son,NA,Male,Student,None,NA
35,Ward Avenue,Ashley,Elliott,51,Head,Single,Male,Clinical embryologist,None,Catholic
